gene,alias
STYXL1,DUSP24|MK-STYX|MKSTYX
SUB1,P15|PC4|p14
SUB1P1,hCG17750
SUCLA2,A-BETA|A-SCS|MTDPS5|SCS-betaA
SUCLA2P1,Em:AB014080.4|SUCLA2P
SUCLG1,GALPHA|MTDPS9|SUCLA1
SUCLG2,G-SCS|GBETA|GTPSCS
SUCNR1,GPR91
SUCO,C1orf9|CH1|OPT|SLP1
SUDS3,SAP45|SDS3
SUFU,JBTS32|PRO1280|SUFUH|SUFUXL
SUGCT,C7orf10|DERP13|GA3|ORF19
SUGP1,F23858|RBP|SF4
SUGP2,SFRS14|SRFS14
SUGT1,SGT1
SUGT1P1,SGT1P|SUGT1P|bA255A11.1
SUGT1P3,SUGT1L1
SULF1,SULF-1
SULF2,HSULF-2
SULT1A1,HAST1/HAST2|P-PST|PST|ST1A1|ST1A3|STP|STP1|TSPST1
SULT1A2,HAST4|P-PST|ST1A2|STP2|TSPST2
SULT1A3,HAST|HAST3|M-PST|ST1A3|ST1A3/ST1A4|ST1A5|STM|TL-PST
SULT1A4,HAST3|M-PST|ST1A3/ST1A4|ST1A4|TL-PST
SULT1B1,ST1B1|ST1B2|SULT1B2
SULT1C2,ST1C1|ST1C2|SULT1C1|humSULTC2
SULT1C2P1,SULT1C1P
SULT1C3,ST1C3
SULT1C4,SULT1C|SULT1C2
SULT1D1P,SULT1D1
SULT1E1,EST|EST-1|ST1E1|STE
SULT2A1,DHEA-ST|DHEAS|HST|ST2|ST2A1|ST2A3|STD|hSTa
SULT2B1,ARCI14|HSST2
SULT4A1,BR-STL-1|BRSTL1|DJ388M5.3|NST|SULTX3|hBR-STL-1
SUMF1,AAPA3037|FGE|UNQ3037
SUMF2,pFGE
SUMO1,DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1
SUMO1P1,PIC1L|UBL2|UBL6
SUMO1P2,bA375F2.1
SUMO2,HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A
SUMO2P1,SMT3Bp|SMT3H2P|SUMO2P|dJ271M21
SUMO3,SMT3A|SMT3H1|SUMO-3|Smt3B
SUMO4,IDDM5|SMT3H4|SUMO-4|dJ281H8.4
SUN1,UNC84A
SUN2,UNC84B
SUN3,SUNC1
SUN5,SPAG4L|SPGF16|TSARG4|dJ726C3.1
SUPT16H,CDC68|FACTP140|SPT16|SPT16/CDC68
SUPT16HP1,SUPT16HP|bcm670
SUPT20H,C13|C13orf19|FAM48A|FP757|P38IP|SPT20
SUPT20HL1,FAM48B1|SPT20L
SUPT20HL2,FAM48B1|FAM48B2
SUPT3H,SPT3|SPT3L
SUPT4H1,SPT4|SPT4H|SUPT4H|Supt4a
SUPT4H1P1,SUPT4H1P
SUPT5H,SPT5|SPT5H|Tat-CT1
SUPT6H,SPT6|SPT6H|emb-5
SUPT7L,SPT7L|STAF65|STAF65(gamma)|STAF65G|SUPT7H
SUPV3L1,SUV3
SURF1,CMT4K
SURF2,SURF-2
SURF4,ERV29
SURF6,RRP14
SUSD2,BK65A6.2
SUSD4,PRO222
SUSD6,DRAGO|KIAA0247
SUV39H1,H3-K9-HMTase 1|KMT1A|MG44|SUV39H
SUV39H2,KMT1B
SUZ12,CHET9|JJAZ1
SUZ12P1,SUZ12P
SV2A,SV2
SV2B,HsT19680
SVBP,CCDC23
SVEP1,C9orf13|CCP22|POLYDOM|SEL-OB|SELOB
SWAP70,HSPC321|SWAP-70
SWI5,C9orf119|SAE3
SWSAP1,C19orf39|SWS1AP1|ZSWIM7AP1
SWT1,C1orf26|HsSwt1
SYAP1,PRO3113
SYBU,GOLSYN|OCSYN|SNPHL
SYCE1,C10orf94|CT76|POF12|SPGF15
SYCE1L,MRP2
SYCE2,CESC1
SYCE3,C22orf41|THEG2
SYCN,INSSA1|SYL
SYCP1,CT8|HOM-TES-14|SCP-1|SCP1
SYCP2,SCP-2|SCP2
SYCP2L,C6orf177|NO145|dJ62D2.1
SYCP3,COR1|RPRGL4|SCP3|SPGF4
SYDE1,7h3|SYD1
SYF2,CBPIN|NTC31|P29|fSAP29
SYF2P1,CBPINP|SYF2P
SYK,p72-Syk
SYMPK,SPK|SYM
SYN1,SYN1a|SYN1b|SYNI
SYN2,SYNII
SYNC,SYNC1|SYNCOILIN
SYNCRIP,GRY-RBP|GRYRBP|HNRNPQ|HNRPQ1|NSAP1|PP68|hnRNP-Q
SYNDIG1,C20orf39|DSPC2|IFITMD5|TMEM90B
SYNDIG1L,CAPUCIN|DSPC1|IFITMD4|TMEM90A
SYNE1,8B|ARCA1|C6orf98|CPG2|EDMD4|KASH1|MYNE1|Nesp1|SCAR8|dJ45H2.2
SYNE2,EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH
SYNE3,C14orf139|C14orf49|KASH3|LINC00341|NCRNA00341|NET53|Nesp3
SYNE4,C19orf46|DFNB76|KASH4|Nesp4
SYNGAP1,MRD5|RASA1|RASA5|SYNGAP
SYNGR2P1,SYNGR2P
SYNJ1,EIEE53|INPP5G|PARK20
SYNJ2,INPP5H
SYNJ2BP,ARIP2|OMP25
SYNM,DMN|SYN
SYNPR,SPO
SYNRG,AP1GBP1|SYNG
SYP,MRX96|MRXSYP
SYPL1,H-SP1|SYPL
SYPL2,MG29
SYS1,C20orf169|dJ453C12.4|dJ453C12.4.1
SYS1-DBNDD2,C20orf169-DBNDD2
SYT1,P65|SVP65|SYT
SYT11,SYT12|sytXI
SYT12,SYT11|sytXII
SYT14,SCAR11|sytXIV
SYT14P1,CHR415SYT|SYT14L|SYTDEP
SYT15,CHR10SYT|sytXV
SYT16,CHR14SYT|SYT14L|Strep14|syt14r|yt14r
SYT17,sytXVII
SYT2,CMS7|MYSPC|SytII
SYT3,SytIII
SYT4,HsT1192
SYT6,sytVI
SYT7,IPCA-7|IPCA7|PCANAP7|SYT-VII|SYTVII
SYTL1,JFC1|SLP1
SYTL2,CHR11SYT|EXO4|PPP1R151|SGA72M|SLP2|SLP2A
SYTL3,SLP3
SYTL4,SLP4
SYTL5,slp5
SYVN1,DER3|HRD1
SZRD1,C1orf144
SZT2,C1orf84|EIEE18|KIAA0467|SZT2A|SZT2B
TAAR1,TA1|TAR1|TRAR1
TAAR2,GPR58|taR-2
TAAR3P,GPR57|GPR58|TAAR2|TAAR3
TAAR5,PNR
TAAR6,TA4|TAR4|TAR6|TRAR4|taR-4|taR-6
TAAR8,GPR102|TA5|TAR5|TRAR5|TaR-5|TaR-8
TAAR9,TA3|TAR3|TAR9|TRAR3
TAB1,3'-Tab1|MAP3K7IP1
TAB2,CHTD2|MAP3K7IP2|TAB-2
TAB3,MAP3K7IP3|NAP1
TAB3-AS1,CXorf29
TAC1,Hs.2563|NK2|NKNA|NPK|TAC2
TAC3,HH10|NKB|NKNB|PRO1155|ZNEUROK1
TAC4,EK|HK-1|HK1|PPT-C
TACC1,Ga55
TACC2,AZU-1|ECTACC
TACC3,ERIC-1|ERIC1
TACO1,CCDC44
TACR1,NK1R|NKIR|SPR|TAC1R
TACR2,NK2R|NKNAR|SKR|TAC2R
TACR3,HH11|NK-3R|NK3R|NKR|TAC3RL
TACSTD2,EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2
TADA1,ADA1|HFI1|STAF42|TADA1L|hADA1
TADA2A,ADA2|ADA2A|KL04P|TADA2L|hADA2
TADA2B,ADA2(beta)|ADA2B
TADA3,ADA3|NGG1|STAF54|TADA3L|hADA3
TAF1,BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|MRXS33|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP
TAF10,TAF2A|TAF2H|TAFII30
TAF11,MGC:15243|PRO2134|TAF2I|TAFII28
TAF12,TAF2J|TAFII20
TAF13,MRT60|TAF(II)18|TAF2K|TAFII-18|TAFII18
TAF13P1,TAF13P
TAF15,Npl3|RBP56|TAF2N|TAFII68
TAF1A,MGC:17061|RAFI48|SL1|TAFI48
TAF1B,MGC:9349|RAF1B|RAFI63|SL1|TAFI63
TAF1C,MGC:39976|SL1|TAFI110|TAFI95
TAF1D,JOSD3|RAFI41|TAF(I)41|TAFI41
TAF1L,TAF(II)210|TAF2A2
TAF2,CIF150|MRT40|TAF2B|TAFII150
TAF3,TAF140|TAFII-140|TAFII140
TAF4,TAF2C|TAF2C1|TAF4A|TAFII130|TAFII135
TAF4B,SPGF13|TAF2C2|TAFII105
TAF5,TAF(II)100|TAF2D|TAFII-100|TAFII100
TAF5L,PAF65B
TAF5LP1,HsT33855|TAF5LP
TAF6,ALYUS|MGC:8964|TAF(II)70|TAF(II)80|TAF2E|TAFII-70|TAFII-80|TAFII70|TAFII80|TAFII85
TAF6L,PAF65A
TAF7,TAF2F|TAFII55
TAF7L,CT40|TAF2Q
TAF8,II|TAF|TAFII-43|TAFII43|TBN
TAF9,MGC:5067|STAF31/32|TAF2G|TAFII-31|TAFII-32|TAFII31|TAFII32|TAFIID32
TAF9B,DN-7|DN7|TAF9L|TAFII31L|TFIID-31
TAF9P3,TAF2GL
TAGAP,ARHGAP47|FKSG15|IDDM21|TAGAP1
TAGLN,SM22|SM22-alpha|SMCC|TAGLN1|WS3-10
TAGLN2,HA1756
TAGLN3,NP22|NP24|NP25
TAL1,SCL|TCL5|bHLHa17|tal-1
TALDO1,TAL|TAL-H|TALDOR|TALH
TALDO1P1,TAL-H|TALDO|TALDOP1
TAM,MST
TAMM41,C3orf31|RAM41|TAM41
TANC1,ROLSB|TANC
TANC2,ROLSA|rols
TANGO2,C22orf25|MECRCN
TANGO6,TMCO7
TANK,I-TRAF|ITRAF|TRAF2
TAOK1,KFC-B|MAP3K16|MARKK|PSK-2|PSK2|TAO1|hKFC-B|hTAOK1
TAOK2,MAP3K17|PSK|PSK1|PSK1-BETA|TAO1|TAO2
TAOK3,DPK|JIK|MAP3K18|hKFC-A
TAP1,ABC17|ABCB2|APT1|D6S114E|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N
TAP2,ABC18|ABCB3|APT2|D6S217E|PSF-2|PSF2|RING11
TAPBP,NGS17|TAPA|TPN|TPSN
TAPBPL,TAPBP-R|TAPBPR
TAPT1,CMVFR|OCLSBG
TAPVR1,APVR|TAPVR
TARBP1,TRM3|TRMT3|TRP-185|TRP185
TARBP2,LOQS|TRBP|TRBP1|TRBP2
TARBP2P1,TARBP2P|TRBP
TARDBP,ALS10|TDP-43
TARDBPP1,TARDBPL|bA318P23.1
TARID,EYA4-AS1
TARM1,OLT-2
TARP,CD3G|TCRG|TCRGC1|TCRGC2|TCRGV
TARS,ThrRS
TARS2,COXPD21|TARSL1|thrRS
TAS1R1,GM148|GPR70|T1R1|TR1
TAS1R2,GPR71|T1R2|TR2
TAS1R3,T1R3
TAS2R1,T2R1|TRB7
TAS2R10,T2R10|TRB2
TAS2R12P,PS10|T2R12|TAS2R12|TAS2R26
TAS2R13,T2R13|TRB3
TAS2R14,T2R14|TRB1
TAS2R15P,PS8|T2R15|TAS2R15
TAS2R16,T2R16
TAS2R18P,PS4|T2R18|T2R65|TAS2R18|TAS2R65|TAS2R65P
TAS2R19,MSTP058|T2R19|T2R23|T2R48|TAS2R23|TAS2R48
TAS2R20,T2R20|T2R49|T2R56|TAS2R49
TAS2R22,T2R22
TAS2R2P,PS9|T2R02|T2R2|TAS2R2
TAS2R3,T2R3
TAS2R30,T2R30|T2R47|TAS2R47
TAS2R31,T2R31|T2R44|T2R53|TAS2R44
TAS2R33,T2R33
TAS2R36,T2R36
TAS2R37,T2R37
TAS2R38,PTC|T2R38|T2R61
TAS2R39,T2R39|T2R57
TAS2R4,T2R4
TAS2R40,GPR60|T2R40|T2R58
TAS2R41,T2R41|T2R59
TAS2R42,T2R24|T2R42|T2R55|TAS2R55
TAS2R43,T2R43|T2R52
TAS2R45,GPR59|T2R45|ZG24P
TAS2R46,T2R46|T2R54
TAS2R5,T2R5
TAS2R50,T2R50|T2R51|TAS2R51
TAS2R60,T2R56|T2R60
TAS2R62P,PS1|T2R62|TAS2R62
TAS2R63P,PS6|T2R63
TAS2R64P,PS2|T2R64|T2R64P
TAS2R67P,PS5
TAS2R68P,PS7|T2R68P
TAS2R6P,PS3|T2R06|T2R6|TAS2R6
TAS2R7,T2R7|TRB4
TAS2R8,T2R8|TRB5
TAS2R9,T2R9|TRB6
TASP1,C20orf13|dJ585I14.2
TATDN1,CDA11
TAX1BP1,CALCOCO3|T6BP|TXBP151
TAX1BP3,TIP-1|TIP1
TAZ,BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1
TBATA,C10orf27|SPATIAL
TBC1D1,TBC|TBC1
TBC1D10A,EPI64|TBC1D10|dJ130H16.1|dJ130H16.2
TBC1D10B,EPI64B|FP2461
TBC1D10C,CARABIN|EPI64C
TBC1D15,RAB7-GAP
TBC1D2,PARIS-1|PARIS1|TBC1D2A
TBC1D20,C20orf140|WARBM4
TBC1D21,MgcRabGAP
TBC1D22A,C22orf4|HSC79E021
TBC1D22B,C6orf197
TBC1D23,NS4ATP1|PCH11
TBC1D24,DFNA65|DFNB86|DOORS|EIEE16|FIME|TLDC6
TBC1D25,MG81|OATL1
TBC1D27P,TBC1D27
TBC1D3,PRC17|TBC1D3A|TBC1D3F
TBC1D31,Gm85|WDR67
TBC1D32,BROMI|C6orf170|C6orf171|bA301B7.2|bA57L9.1|dJ310J6.1
TBC1D3B,PRC17|TBC1D3I|TBC1D3L
TBC1D3C,TBC1D3D
TBC1D3D,PRC17|TBC1D3|TBC1D3A|TBC1D3H
TBC1D3E,TBC1DE3
TBC1D3F,TBC1D3
TBC1D3P1-DHX40P1,DHX40P|DHX40P1|TBC1D3P1
TBC1D3P3,USP6P1
TBC1D3P4,USP6P2
TBC1D4,AS160|NIDDM5
TBC1D7,MGCPH|PIG51|TBC7
TBC1D8,AD3|GRAMD8|HBLP1|TBC1D8A|VRP
TBC1D8B,GRAMD8B
TBC1D9,GRAMD9|MDR1
TBC1D9B,GRAMD9B
TBCB,CG22|CKAP1|CKAPI
TBCC,CFC
TBCD,PEBAT|SSD-1|tfcD
TBCE,HRD|KCS|KCS1|PEAMO|pac2
TBCEL,El|LRRC35
TBCK,HSPC302|IHPRF3|TBCKL
TBK1,FTDALS4|NAK|T2K
TBKBP1,ProSAPiP2|SINTBAD
TBL1X,EBI|SMAP55|TBL1
TBL1XR1,C21|DC42|IRA1|MRD41|TBLR1
TBL1Y,TBL1
TBL1YP1,TBL1YP
TBL2,WBSCR13|WS-betaTRP
TBL3,SAZD|UTP13
TBP,GTF2D|GTF2D1|HDL4|SCA17|TFIID
TBPL1,MGC:8389|MGC:9620|STUD|TLF|TLP|TRF2
TBPL2,TBP2|TRF3
TBR1,TBR-1|TES-56
TBRG1,NIAM|TB-5
TBRG4,CPR2|FASTKD4
TBX1,CAFS|CATCH22|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCF|VCFS
TBX10,TBX13|TBX7
TBX15,TBX14
TBX18,CAKUT2
TBX19,TBS19|TPIT|dJ747L4.1
TBX20,ASD4
TBX21,T-PET|T-bet|TBET|TBLYM
TBX22,ABERS|CLPA|CPX|TBXX|dJ795G23.1
TBX23P,TBX23
TBX3,TBX3-ISO|UMS|XHL
TBX4,ICPPS|SPS
TBX5,HOS
TBX6,SCDO5
TBXA2R,BDPLT13|TXA2-R
TBXAS1,BDPLT14|CYP5|CYP5A1|GHOSAL|THAS|TS|TXAS|TXS
TBXT,SAVA|T|TFT
TC2N,C14orf47|C2CD1|MTAC2D1|Tac2-N
TCAF1,FAM115A
TCAF1P1,FAM115B
TCAF2,FAM115C|FAM139A|GATD9
TCAF2P1,FAM115D|FAM139B|TCAF2BP
TCAIM,C3orf23|TOAG-1|TOAG1
TCAM1P,TCAM1
TCAP,CMD1N|CMH25|LGMD2G|T-cap|TELE|telethonin
TCEA1,GTF2S|SII|TCEA|TF2S|TFIIS
TCEA1P1,GTF2SP|TCEA1P
TCEA2,TFIIS
TCEA3,TFIIS|TFIIS.H
TCEAL1,SIIR|WEX9|p21|pp21
TCEAL2,MY0876G05|WEX1|my048
TCEAL3,WEX8
TCEAL4,NPD017|WEX7
TCEAL5,WEX4
TCEAL6,Tceal3|WEX2
TCEAL7,WEX5
TCEAL8,WEX3
TCEAL9,WBP5|WEX6
TCEANC2,C1orf83
TCERG1,CA150|TAF2S|Urn1
TCF12,CRS3|HEB|HTF4|HsT17266|TCF-12|bHLHb20
TCF15,EC2|PARAXIS|bHLHa40
TCF19,SC1|TCF-19
TCF20,AR1|SPBP|TCF-20
TCF21,POD1|bHLHa23
TCF23,OUT|TCF-23|bHLHa24
TCF24,TCF-24|bHLHa25
TCF25,FKSG26|Hulp1|NULP1|PRO2620|hKIAA1049
TCF3,AGM8|E2A|E47|ITF1|TCF-3|VDIR|bHLHb21
TCF4,E2-2|FECD3|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|SEF2-1D|TCF-4|bHLHb19
TCF4-AS1,MIR4529HG
TCF7,TCF-1
TCF7L1,TCF-3|TCF3
TCF7L2,TCF-4|TCF4
TCFL5,CHA|E2BP-1|Figlb|SOSF1|bHLHe82
TCHH,THH|THL|TRHY|UHS3
TCHHL1,S100A17|THHL1
TCHP,TpMs
TCIM,C8orf4|TC-1|TC1
TCIRG1,ATP6N1C|ATP6V0A3|Atp6i|OC-116kDa|OC116|OPTB1|Stv1|TIRC7|Vph1|a3
TCL1A,TCL1
TCL1B,SYN-1|TML1
TCL6,TNG1|TNG2
TCN1,HC|TC-1|TC1|TCI
TCN2,D22S676|D22S750|II|TC|TC II|TC-2|TC2|TCII
TCOF1,MFD1|TCS|TCS1|treacle
TCP1,CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha
TCP10,TCP10A
TCP10L,C21orf77|PRED77|TCP10A-2
TCP11,D6S230E|FPPR
TCP11L1,dJ85M6.3
TCP1P1,CCT1-3P|TCP1L1
TCP1P2,CCT1-2P|TCP1L2
TCP1P3,CCT1-1P|TCP1L3
TCTE1,D6S46|DRC5|FAP155
TCTE3,TCTEX1D3
TCTEX1D2,SRTD17
TCTN1,JBTS13|TECT1
TCTN2,C12orf38|JBTS24|MKS8|TECT2
TCTN3,C10orf61|JBTS18|OFD4|TECT3
TDG,hTDG
TDGF1,CR|CRGF|CRIPTO
TDGF1P2,CR-2|CRIPTO-2|TDGF2
TDGF1P3,CR-3|CRIPTO|CRIPTO-3|CRIPTO3|TDGF1|TDGF2|TDGF3
TDGF1P4,CR-4|CRIPTO-4|TDGF4
TDGF1P5,CR-5|CRIPTO-5|TDGF5
TDGF1P6,CR-6|CRIPTO-6|TDGF6
TDGF1P7,CR-7|CRIPTO-7|TDGF7
TDH,SDR14E1P
TDO2,HYPTRP|TDO|TO|TPH2|TRPO
TDP2,AD022|EAP2|EAPII|TTRAP|dJ30M3.3|hTDP2
TDRD1,CT41.1
TDRD12,ECAT8
TDRD5,TUDOR3
TDRD6,CT41.2|NY-CO-45|SPATA36|TDR2|bA446F17.4
TDRD7,CATC4|PCTAIRE2BP|TRAP
TDRD9,C14orf75|HIG-1|NET54
TDRG1,LINC00532|lincRNA-NR_024015
TDRKH,TDRD2
TDRP,C8orf42|Inm01|TDRP1|TDRP2
TEAD1,AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1
TEAD2,ETF|TEAD-2|TEF-4|TEF4
TEAD3,DTEF-1|ETFR-1|TEAD-3|TEAD5|TEF-5|TEF5
TEAD4,EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|hRTEF-1B
TEC,PSCTK4
TECPR2,KIAA0329|SPG49
TECR,GPSN2|MRT14|SC2|TER
TECRL,CPVT3|GPSN2L|SRD5A2L2|TERL
TECTA,DFNA12|DFNA8|DFNB21
TEDC1,C14orf80
TEDC2,C16orf59
TEDDM1,EDDM9|Epdd1|HE9|HEL-S-45e|TMEM45C
TEDDM2P,TEDDM1P1
TEFM,C17orf42
TEK,CD202B|GLC3E|TIE-2|TIE2|VMCM|VMCM1
TEKT2,TEKTB1|TEKTIN-T|h-tektin-t
TEKT4P2,MAFIPL|TEKT4P
TEKT5,CT149
TELO2,CLK2|TEL2|YHFS
TEN1,C17orf106
TEN1-CDK3,C17orf106-CDK3
TENM1,ODZ1|ODZ3|TEN-M1|TNM|TNM1
TENM2,ODZ2|TEN-M2|TNM2|ten-2
TENM3,MCOPCB9|ODZ3|TNM3|Ten-m3|ten-3
TENM4,Doc4|ETM5|ODZ4|TNM4|Ten-M4|ten-4
TEP1,TLP1|TP1|TROVE1|VAULT2|p240
TEPSIN,C17orf56|ENTHD2
TERB1,CCDC79
TERB2,C15orf43
TERC,DKCA1|PFBMFT2|SCARNA19|TR|TRC3|hTR
TERF1,PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1
TERF1P1,TERF1P
TERF2,TRBF2|TRF2
TERF2IP,DRIP5|RAP1
TERT,CMM9|DKCA2|DKCB4|EST2|PFBMFT1|TCS1|TP2|TRT|hEST2|hTRT
TES,TESS|TESS-2
TESC,CHP3|TSC
TESMIN,CXCDC2|MTL5|MTLT
TESPA1,HSPC257|KIAA0748
TET1,CXXC6|LCX|bA119F7.1
TET1P1,CXXC6P1
TET2,KIAA1546|MDS
TET3,hCG_40738
TEX10,Ipi1|bA208F1.2
TEX101,CT131|GTPR867|NYD-SP8|PRO1884|SGRG|SPATA44|TES101RP
TEX11,SPGFX2|TGC1|TSGA3
TEX13B,TGC3B|TSGA5
TEX14,CT113|SPGF23
TEX15,CT42
TEX2,HT008|TMEM96
TEX26,C13orf26
TEX26-AS1,LINC00447
TEX261,TEG-261
TEX264,ZSIG11
TEX28,CXorf2|MRX99|TEX28P1|TEX28P2|fTEX
TEX28P1,pTEX
TEX28P2,CXorf2B|pTEX
TEX29,C13orf16|bA474D23.1
TEX30,C13orf27
TEX33,C22orf33|EAN57|cE81G9.2
TEX35,C1orf49|TSC24
TEX36,C10orf122|bA383C5.1
TEX37,C2orf51|TSC21
TEX38,ATPAF1-AS1|C1orf223|THEG4
TEX41,DKFZp686O1327|LINC00953
TEX43,C5orf48|Tseg7
TEX44,C2orf57
TEX45,C19orf45
TEX46,C1orf234|TEX#
TEX47,C7orf62
TEX49,LINC00935
TF,HEL-S-71p|PRO1557|PRO2086|TFQTL1
TFAM,MTDPS15|MTTF1|MTTFA|TCF6|TCF6L1|TCF6L2|TCF6L3
TFAMP1,MTTF1|TCF6L1
TFAMP2,MTTF1|TCF6L3
TFAP2A,AP-2|AP-2alpha|AP2TF|BOFS|TFAP2
TFAP2A-AS2,HIPSTR
TFAP2B,AP-2B|AP2-B|PDA2
TFAP2C,AP2-GAMMA|ERF1|TFAP2G|hAP-2g
TFAP2D,TFAP2BL1
TFAP2E,AP2E
TFAP4,AP-4|bHLHc41
TFB1M,CGI-75|CGI75|mtTFB|mtTFB1
TFB2M,Hkp1|mtTFB2
TFCP2,LBP1C|LSF|LSF1D|SEF|TFCP2C
TFCP2L1,CRTR1|LBP-9|LBP9
TFDP1,DILC|DP1|DRTF1|Dp-1
TFDP2,DP2
TFDP3,CT30|DP4|HCA661
TFE3,RCCP2|RCCX1|TFEA|bHLHe33
TFEB,ALPHATFEB|BHLHE35|TCFEB
TFEC,TCFEC|TFE-C|TFEC-L|TFECL|bHLHe34|hTFEC-L
TFF1,BCEI|D21S21|HP1.A|HPS2|pNR-2|pS2
TFF2,SML1|SP
TFF3,ITF|P1B|TFI
TFG,HMSNP|SPG57|TF6|TRKT3
TFIP11,NTR1|STIP|STIP-1|Spp382|TIP39|bK445C9.6
TFP1,TFP
TFPI,EPI|LACI|TFI|TFPI1
TFPI2,PP5|REF1|TFPI-2
TFPT,FB1|INO80F|amida
TFR2,HFE3|TFRC2
TFRC,CD71|IMD46|T9|TFR|TFR1|TR|TRFR|p90
TG,AITD3|TGN
TGDS,CATMANS|SDR2E1|TDPGD
TGFA,TFGA
TGFB1,CED|DPD1|LAP|TGFB|TGFbeta
TGFB1I1,ARA55|HIC-5|HIC5|TSC-5
TGFB2,G-TSF|LDS4|TGF-beta2
TGFB3,ARVD|ARVD1|LDS5|RNHF|TGF-beta3
TGFBI,BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1
TGFBR1,AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TBR-i|TBRI|TGFR-1|tbetaR-I
TGFBR2,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TBR-ii|TBRII|TGFR-2|TGFbeta-RII
TGFBR3,BGCAN|betaglycan
TGFBR3L,TGFR-3L
TGFBRAP1,TRAP-1|TRAP1|VPS3
TGIF1,HPE4|TGIF
TGIF2LX,TGIFLX
TGIF2LY,TGIFLY
TGM1,ARCI1|ICR2|KTG|LI|LI1|TGASE|TGK
TGM2,TG(C)|TGC
TGM3,TGE|UHS2
TGM4,TGP|hTGP
TGM5,PSS2|TGASE5|TGASEX|TGM6|TGMX|TGX
TGM6,SCA35|TG6|TGM3L|TGY|dJ734P14.3
TGM7,TGMZ
TGOLN2,TGN38|TGN46|TGN48|TGN51|TTGN2
TGS1,NCOA6IP|PIMT|PIPMT
TH,DYT14|DYT5b|TYH
TH2LCRR,TH2-LCR
THA1P,GLY1
THADA,ARMC13|GITA
THAP1,DYT6
THAP11,CTG-B43a|CTG-B45d|HRIHFB2206|RONIN
THAP12,DAP4|P52rIPK|PRKRIR|THAP0
THAP12P1,PRKRIRP1
THAP12P10,PRKRIRP10
THAP12P2,PRKRIRP2
THAP12P3,PRKRIRP3
THAP12P4,PRKRIRP4
THAP12P5,PRKRIRP5
THAP12P6,PRKRIRP6
THAP12P7,PRKRIRP7
THAP12P8,PRKRIRP8
THAP12P9,PRKRIRP9
THAP4,CGI-36|PP238
THAP9,hTh9
THAS,TAS
THBD,AHUS6|BDCA3|CD141|THPH12|THRM|TM
THBS1,THBS|THBS-1|TSP|TSP-1|TSP1
THBS2,TSP2
THBS3,TSP3
THBS4,TSP-4|TSP4
THCYTX,FTX
THEG,CT56|THEG1
THEM4,CTMP
THEM5,ACOT15
THEM6,C8orf55|DSCD75
THEMIS,C6orf190|C6orf207|GASP|SPOT|TSEPA
THEMIS2,C1orf38|ICB-1
THG1L,ICF45|IHG-1|hTHG1
THMA,THM
THNSL1,TSH1
THNSL2,SOFAT|THS2|TSH2
THOC1,HPR1|P84|P84N5
THOC2,CXorf3|MRX12|MRX35|THO2|dJ506G2.1|hTREX120
THOC3,THO3|hTREX45
THOC5,C22orf19|Fmip|PK1.3|fSAP79
THOC6,WDR58|fSAP35
THOC7,NIF3L1BP1|fSAP24|hTREX30
THOP1,EP24.15|MEPD_HUMAN|MP78|TOP
THPO,MGDF|MKCSF|ML|MPLLG|THCYT1|TPO
THRA,AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1
THRAP3,BCLAF2|TRAP150
THRAP3P1,THRAP3L
THRB,C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2
THRIL,BRI3BP-AS1|BRI3BPAS1|Linc1992|TCONS_00020260
THRSP,LPGP1|Lpgp|S14|SPOT14|THRP
THSD1,TMTSP|UNQ3010
THSD1P1,THSD1P
THSD4,ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005
THTPA,THTP|THTPASE
THUMPD1,Tan1
THUMPD2,C2orf8
THUMPD3-AS1,SETD5-AS1
THY1,CD90|CDw90
THYN1,HSPC144|MDS012|MY105|THY28|THY28KD
TIA1,TIA-1|WDM
TIAF1,MAJN|SPR210
